business_unit,team,env,one_month_avg,six_month_avg,ec2_percentage,fargate_percentage,lambda_percentage,utilization_rate,deployment_frequency,seasonality,one_month_cv,six_month_cv,actual_compute_spend
infrastructure,main,prod,53715.5233263398,59885.086362388465,28.38688147313392,55.329583334694114,15.15622739942262,75.61055084051424,low,low,0.1221508984595893,0.0564399400409648,105297.54244569551
infrastructure,ops,dev,22174.001287267532,40580.997633034625,63.70954242609411,21.13417446685493,24.275959256121368,70.21822149905738,high,high,0.324282286088335,0.0971824976292862,88006.16426550712
r&d,credit,test,97299.47285654386,41846.05204198582,74.8665887720809,31.98818902598412,15.880767950235596,58.09835922014702,medium,medium,0.0350821010668914,0.0604985039477664,80834.42946412688
application,debit,staging,30196.316753829517,40227.61305652524,43.85835762027558,29.123628976680404,28.671063791687896,85.04089813193397,very high,medium,0.1401794928644386,0.1453086370346132,91610.66493782763
infrastructure,debit,staging,76615.06610644949,79720.96495987901,32.08874321101776,46.81714081074331,16.689723712469167,96.340335455502,low,high,0.0509248722476675,0.0745504817894149,140090.92352638912
r&d,credit,prod,97822.10583136686,70152.06924499685,65.22615867544488,28.11833201875134,26.873485140066784,68.76886769496599,very high,low,0.0111708618950725,0.1101790157293801,113569.19385686712
r&d,debit,dev,86083.12413332575,84593.37467282022,57.72498484519183,56.895423010717515,25.270702834056777,62.07925003354167,high,medium,0.035681793068445,0.0803536779040255,125718.12145178851
r&d,research,staging,75945.2300100963,96037.84226512174,72.21267386251907,54.639363545121654,29.52465756996708,77.74334584995785,medium,low,0.0554916304232362,0.0532276981515141,149207.5877646642
application,main,dev,87156.87276006135,55933.14370175891,58.475980893283506,52.96886335832286,28.163694518774385,89.80929742169351,high,low,0.044490527704431,0.1082629572488546,110906.83369360822
r&d,research,dev,98543.8954608502,23335.510512435907,27.04698372296754,8.919208295652535,27.45309586782197,50.18838472752665,very high,low,0.0614295240136382,0.1212274589668,59007.85881421357
r&d,debit,prod,69707.55978028238,21847.38483296283,75.21614748313134,51.98419338546667,23.29010851298671,81.56887181977146,high,low,0.0529874425699306,0.2536220081756623,73248.51829720213
r&d,ops,staging,64734.78454634612,41653.20314172953,17.338502304419393,47.98994949937658,14.17495368170552,79.82580003493155,very high,medium,0.0683656425800909,0.1118384977386612,94144.93618725947
r&d,main,prod,70259.04883706251,92603.56714819607,28.755992507479352,10.693212085337205,7.653135464122561,65.907609290208,low,high,0.057035502348171,0.0176389314417567,137537.6368631686
infrastructure,main,prod,62614.0709409244,59857.04439766999,46.413622540671994,10.907787898992202,22.21612630660975,72.57115018024851,low,medium,0.0987698603417031,0.0427957373561025,105023.82972291073
infrastructure,credit,staging,70807.1284727775,39742.92128641033,49.6019418249631,10.564009633464764,29.466352033449123,62.34816120809104,high,high,0.0994364119089456,0.0749666666338454,75048.64992523188
r&d,credit,staging,55987.37663780474,49933.34356088156,11.07174106388338,5.623292626246815,23.165110933296724,89.49428689759213,low,low,0.0843622944437676,0.1673557331436831,104462.88579838525
application,ops,test,37475.45463066456,65887.60859237367,64.6400908074658,35.1748867857021,28.218234231933387,81.72674666830538,very high,high,0.1741413259340787,0.0373102998773065,113796.84153979187
infrastructure,main,test,29619.77812093405,70235.97265102738,35.31251228977727,58.53668602898238,25.107617823887917,76.63558110194927,low,low,0.1039003993066341,0.0421233317101917,115141.7779763309
r&d,ops,dev,25467.27484258083,30313.560782632405,38.44929787014965,29.127658659488645,9.07786687791697,69.62630992089136,medium,medium,0.1880683072965772,0.1200621112068551,69264.477037537
infrastructure,credit,staging,41065.262700256,96162.53412361408,66.6558681105862,34.7416626038046,11.23009426478218,64.56921930103661,medium,medium,0.0831995085634386,0.0638690872104168,142946.5644055971
infrastructure,credit,test,23689.885146858705,61581.77815862311,36.549837420928114,58.23833882234756,13.546640044058758,91.13682430217156,high,high,0.1646021690197968,0.0244394751339678,119890.13935837444
application,main,dev,65373.66239355085,28855.065423382344,13.305741354632836,19.035022582582688,9.206511108450105,72.57038352167845,high,low,0.0937211841797179,0.2983370226297001,72918.77949810307
r&d,research,dev,42706.275761881625,89490.8202676907,22.35078393292452,52.21586389290446,19.54128331682517,75.07237099208363,high,low,0.1679293557770304,0.0878006855597263,137037.97393132557
r&d,debit,dev,85962.78464696258,23971.074486354304,76.91322206717277,35.05147569664548,29.386263103373786,76.04143652703708,high,high,0.0215263819711515,0.2255358483681518,70089.35186607845
application,credit,test,25939.269839070916,90618.834654201,14.928375368175992,36.32120830646559,24.03647083590397,72.41834677157883,very high,low,0.2098160368112582,0.0687420214228427,137869.39362263907
application,credit,staging,38108.11954731887,97725.2525031186,34.84518406776114,23.874562146400596,15.584668726686546,62.80442131192119,very high,low,0.1331738934728319,0.0065654883373707,138906.596109932
r&d,research,prod,78419.69176721167,74034.54393252032,45.22254169359413,35.887139853179946,5.112612024507216,56.0170220121526,medium,low,0.0233220155934891,0.0456682841666924,110411.12037346016
r&d,research,dev,67904.6637106793,79635.77768591918,44.5296579136992,9.022838021305615,12.831900278454468,54.92686335838704,very high,medium,0.0365698050381512,0.0912041317568056,115412.26405728444
application,ops,test,25159.301699933403,44984.22691739891,10.277196010849991,47.05539649377617,18.168982192305386,87.87312616703443,low,medium,0.1262760588914585,0.0257558116840095,97653.980566717
infrastructure,ops,test,90179.15657297603,93326.1482187147,45.08139120202433,20.65782688493494,13.106271846299263,61.17639111507557,medium,medium,0.0240467706522368,0.0310702589374587,135358.45866327942
infrastructure,debit,prod,90180.94102609436,60377.11728866941,36.86407205841864,53.81845812216752,7.775873075596488,52.783640747698776,high,low,0.0300075198470968,0.0906804313737765,94401.04251255897
application,debit,prod,46432.640310061906,76591.07572780439,78.045553483219,25.231788203410215,16.069123921547366,89.8758703347943,high,medium,0.0618790052180024,0.0349846337837539,135240.23109675877
infrastructure,main,test,47232.46746796518,91928.61727290235,21.14113587956809,12.855326076778542,11.331320424142906,57.7030826430324,very high,low,0.0709197933295634,0.0917974514418798,126940.59458790367
application,ops,staging,99122.26866801392,96014.39807804069,34.79079377316465,43.27348659026667,27.730809411537535,81.2573045866677,medium,low,0.0630103936636749,0.0168099617780721,145035.30731636204
infrastructure,credit,prod,70094.09372745105,84656.34852773395,39.36370395628738,14.051797959242656,7.543863212525394,66.93216357239316,very high,high,0.0713809846291617,0.0859693592835727,126712.60325746704
infrastructure,ops,test,62505.32164544473,42241.4005585624,37.348547597066414,46.45242835486447,6.22881571811776,56.32401283456547,very high,low,0.1264488606025087,0.1140483936967365,72755.55420470092
r&d,credit,prod,87052.17468415396,95323.8013241666,56.60815793563037,58.24617300233641,5.132854228871551,70.724048962718,very high,medium,0.0448369130689021,0.0721520910719908,139642.92692737823
r&d,research,staging,42823.227068585315,68249.56249948574,25.08590002834382,47.8754077837394,13.201742112141444,50.74044305663126,medium,medium,0.1465806280037045,0.0460234494641774,100000.78615209468
infrastructure,ops,dev,54334.60747170855,92451.3981081568,25.47500869697943,6.2347086637228575,21.509670955022216,92.052249125628,high,low,0.1306769162422453,0.0527105237927427,148568.7972131298
infrastructure,research,prod,41422.13403906673,72088.40206514814,61.04476639505972,37.99371834290261,23.260343822044817,75.67489806709287,low,medium,0.1388834637500948,0.1079660562542808,117583.8739212352
r&d,debit,staging,83132.86772709852,42579.11694781764,45.020336307472576,43.247586903334835,16.331542084543077,56.95800054539809,high,low,0.0467090007729485,0.104944962762442,80454.46341482941
r&d,debit,test,65867.94765081744,47601.96193142528,39.060897324011734,50.40020791879569,22.108216261381667,61.84901591944923,medium,high,0.0952688316400335,0.0747368108768783,86967.58547495799
r&d,main,prod,72706.00561120565,62037.74216823523,21.844213617407625,8.08012699164501,13.997850905384086,72.39875960692633,high,low,0.0333627180315754,0.0815200651473374,103474.35884251373
application,ops,prod,40184.57998715252,81201.18732479056,23.12690560385166,31.40593053737575,21.69515549966542,59.44346914077743,high,low,0.0819435006490971,0.0812498390500121,122591.05214033037
infrastructure,research,test,37618.02411018521,43438.6041072268,10.738614577113038,34.44539799511169,6.014899632559335,63.429958075054294,low,high,0.128310747304459,0.0983062997649787,79257.23946752943
r&d,credit,dev,59069.970318635096,64378.493290735365,16.399838820319648,14.301867445429792,14.768824614175104,76.71927821176315,high,medium,0.0851171193058289,0.1317280640665402,114460.72807460377
infrastructure,debit,test,79005.25992742614,45649.99948611212,48.97870862831687,22.73473953408573,24.77124194082948,91.63045065191928,high,high,0.0146191573747035,0.0658716218666053,103346.72525118136
application,debit,prod,62019.18060161281,83261.55237080858,72.43111910058869,29.212194944089084,25.075150761475033,70.09198428449604,high,high,0.122797483736733,0.0545442707122735,126658.39102805103
application,credit,test,22611.65420365349,55338.24750143603,30.10153355913902,50.82653283767908,22.90371947189237,85.84876367767741,very high,low,0.2598832816739365,0.1253000486548172,110861.64800512168
r&d,research,staging,89484.1205056231,24137.82614823082,32.942305812728975,56.11741613386138,10.10596551424661,93.83421067303244,medium,low,0.0499521728141961,0.2633844999202598,80437.43290838173
application,research,test,25174.951481210526,31284.201718522912,18.092392742805856,39.56325559047201,11.180127973265831,60.8150470148081,medium,high,0.2991819327429342,0.2506360563742087,72897.19113726002
infrastructure,ops,prod,96465.9586976602,22888.373409570584,37.2041661924972,26.721985231180415,29.90221818161281,90.359598520108,low,medium,0.0422290827951374,0.392027772145551,75939.42141734713
r&d,ops,test,22011.356662181817,57944.23568114602,12.60551931985304,18.97170597894423,7.584450180048997,87.87010991655137,very high,high,0.3572269130235972,0.071246013451197,107265.29878478123
infrastructure,main,dev,75556.0364904567,26506.983787858175,74.23204873833302,59.01743514398827,9.516567472560236,67.84686489740675,very high,medium,0.0606965838035143,0.054505729121091,71368.35015973003
infrastructure,debit,test,26576.565096942533,27131.19754477057,57.11779436871701,59.06609989419971,8.250656391253315,99.47599797504336,high,high,0.0677288574885448,0.027958035601489,80983.77997571812
application,ops,dev,92854.12635481116,93283.86080307016,79.35241665752532,55.87373215292691,13.19137409209039,63.12861857179785,medium,high,0.0684256807601284,0.0715928097818208,131698.71159965228
application,research,staging,57154.658898043424,87812.40577408443,71.79762138749456,48.21180324328006,10.254395880848085,62.74016330158478,low,medium,0.1006441852064277,0.0902960821563569,126766.45084721675
application,credit,dev,31001.901985361234,54166.92774490928,43.10934155887069,22.917874906009004,17.4421989886943,88.61295823265989,very high,high,0.206790765681611,0.0438654559054415,105149.81873897859
application,research,test,47265.25598318773,96864.42566801648,46.377952180526385,49.93502659236969,16.900517672002998,71.73286590255421,high,low,0.162066068230001,0.0190659089069889,142902.30071064545
application,debit,prod,33185.974027740966,18014.92225365305,23.34032325620357,27.48361594991449,27.53764048628258,66.53974973905216,low,high,0.1939200311908156,0.0571050634292782,59451.610369516835
r&d,research,dev,33646.5529245672,67118.3565018715,42.34275399876889,22.97252039852749,5.868498686119537,58.93314026695515,very high,low,0.1569063026263763,0.1116382346815557,109563.50156427293
infrastructure,main,staging,95848.66561371538,67314.2541897496,73.21195114449682,45.967594715645376,12.996989416694085,88.26662154672721,low,medium,0.0730439205564074,0.0467471047100473,116250.14458026938
infrastructure,debit,dev,55619.68898278305,54595.44446959106,13.559739654507478,9.38096601912326,19.916447299927256,89.31609030680386,very high,medium,0.1027104822044237,0.0716987218711697,111864.78245643132
infrastructure,credit,dev,83104.18111242876,49755.837834743426,70.44897620988168,7.670949781261394,20.120044046099096,78.32820016150703,low,low,0.0464096191810576,0.0959360114593138,100914.27578249712
infrastructure,main,dev,71168.44489421454,54430.65083844861,33.86634611498268,29.63745334496521,17.003155725355228,97.86568065956864,very high,high,0.1011591353498531,0.1402767075749852,106731.98667387977
application,debit,staging,74114.10898707138,51196.83488637444,72.96589355674169,29.510134045218905,25.39163852036584,65.9081635211327,very high,low,0.0344509737806604,0.1178213926048386,90358.1080878004
infrastructure,credit,test,30535.475077763083,76439.39819858395,75.86159344390393,54.26042841851092,6.56805428536147,60.980952273966864,low,low,0.1965742766102327,0.0749358248335543,119368.95721609904
r&d,main,dev,38734.75574523886,28828.434797862727,56.960542090133416,11.938420295829925,25.387194139503396,83.8733384467231,very high,medium,0.1851294540683072,0.0691405157304278,78523.79668238485
r&d,main,dev,82940.02681235495,33811.13764729041,56.50966506148745,11.780616009882705,17.36885601089259,87.92043203998523,very high,low,0.0737787998521787,0.1438021438454378,87288.3404274736
infrastructure,debit,prod,97661.29651798264,32441.458271393887,41.69280363961181,13.109893026119565,8.344017376925054,61.24529852759112,very high,high,0.0602175902128652,0.2028496558621506,72725.27049851105
infrastructure,ops,staging,41014.05140789214,38997.64680970117,68.48781571805952,6.635494371203143,27.14254783851194,53.83053821305566,low,low,0.1528370849336927,0.2249550478921936,73812.23140637601
r&d,main,dev,41725.501180083185,60020.67350252666,77.31289309032982,8.94524557981996,21.230719488524088,90.5258243293186,low,medium,0.1019852756169105,0.0368531957279749,108827.83602898101
r&d,main,staging,57831.770624872384,26896.6997870575,64.25572602373835,41.29284267559715,9.088642170603482,98.82509868230062,very high,high,0.1231017950544531,0.0216055689237776,84301.49280495854
application,credit,dev,98707.22502843504,87453.54362612033,53.53557136296965,28.737138101463007,5.841243084975665,82.23361430361422,very high,medium,0.0245580333684219,0.0130362034323156,134386.21572319462
r&d,research,test,41516.715666117685,41788.92250467779,52.475502707493575,46.998168689840746,8.527741208316233,63.89334500719471,low,low,0.0455648979369102,0.0884144824177565,82702.21217120289
application,debit,test,52557.752770741106,31003.038997496627,69.46289311085636,59.59287452199131,20.21994900450984,99.8336304276396,high,low,0.0570526954207768,0.2410934459181384,91089.99987488428
application,debit,dev,91318.40124988054,72049.70476785945,47.88426360399089,41.24690746044507,9.482405881501212,94.66333181335386,very high,medium,0.0516986906560755,0.0077822344565693,129614.50769835598
application,ops,test,20233.68260970896,21046.904047945543,66.27019203741759,7.775056384106805,10.644076871875702,75.66903231401469,high,medium,0.2260553679768903,0.2082116224574798,70598.7298238667
application,ops,dev,23181.27719908556,67597.48518993313,45.6219678621972,10.750957561488782,5.628493143907854,91.26606424209167,low,high,0.2909326887304616,0.048795605652103,121193.76252084991
application,debit,test,68325.73416569753,73855.87445411998,14.371099248174689,53.45522466480893,23.07326680596509,90.79102616314836,very high,medium,0.056084001754524,0.0128100106164934,130728.05035027747
infrastructure,ops,prod,92590.41317702776,35193.322510937534,36.87629062329087,34.01227695070439,25.259109993985927,96.73994848367498,high,medium,0.0474175547272516,0.1229496997725202,92282.90406748778
r&d,credit,prod,39108.53283215421,21357.125875490743,41.11086703700491,50.3660437667657,24.92120441930308,92.046192188673,low,low,0.0279625366543194,0.1247997519844587,79267.70980445473
application,debit,prod,57571.34197445672,47091.62871355597,19.913207149063204,52.11367849237093,8.189203784107105,82.18396179785822,high,low,0.0671892389935396,0.0741325196710517,97938.28272911123
r&d,ops,staging,56037.224132625466,25887.53841935492,17.174743043244895,56.02209978247356,27.582528184718985,80.46518594782538,medium,medium,0.0987632723839758,0.2509983755662314,69315.47129587394
r&d,debit,staging,57837.70768764081,27318.227973866968,47.48254647598679,57.24060630175011,21.806970736852,73.36786441658059,low,medium,0.0191667055750729,0.1805821141826028,75263.5036266164
application,research,prod,69801.57565837962,38340.89851558917,15.960054558925751,35.51541880768184,27.43821555942161,81.32428199853787,medium,low,0.0424943667578601,0.0406746635268557,88369.4204090973
infrastructure,main,staging,57579.501039254705,41637.433970140744,31.20616175230588,23.756109474081864,16.17901261326659,89.76082932651914,low,high,0.0426487633741661,0.2082746885847927,89770.06646088907
application,debit,test,55797.451305796625,60397.62728171365,62.12178831741531,57.902568089139926,15.923871527092444,98.45188131512766,low,high,0.0231891954217754,0.0977727399950475,119372.85590653965
infrastructure,main,dev,57943.07363450084,72271.35084024105,77.51025256975865,35.107352330067386,24.613412967122382,73.36436790910601,very high,high,0.0751568799555152,0.0969939199507584,121728.09477421324
r&d,ops,dev,67269.39530168331,65421.67526961478,60.250940638635,8.533899762503607,7.332446386918588,78.68266014943785,medium,high,0.0337755831222737,0.017934603023168,114071.73889271478
infrastructure,main,dev,62960.59906810867,29868.826983161343,79.48378839170091,40.35271025329258,18.021850915872143,72.24027475293909,medium,low,0.0984992339528251,0.0301316227087704,71435.22768898327
infrastructure,debit,prod,88330.87981204034,31766.882596210115,58.88365798955819,37.32266127172559,25.909605890780643,83.42443104917021,medium,medium,0.078517220717166,0.020943459784375,83826.9519922001
infrastructure,research,staging,23959.74827949333,88301.53998343316,30.56561294580293,54.26860800920883,25.754814076739283,81.49602520306297,low,high,0.2011330095153212,0.0238359289823163,141530.6976561275
r&d,ops,test,86665.36571784099,62668.18520512909,57.043677835375334,40.92529540367968,28.903321408559226,50.89168950968117,medium,low,0.0908315719024014,0.064186817720038,97621.33494817284
r&d,debit,test,87513.96900893791,87595.02663181513,59.15097356378327,24.197883345385325,22.45681483826366,77.05807795503293,medium,medium,0.0474592804706409,0.0965182894396569,132374.2739071011
infrastructure,ops,prod,42792.64172247687,47723.72090558995,36.02088892315224,58.142414913820126,10.19426573599321,54.424344784950705,very high,high,0.1073450314510877,0.0918831771821353,79834.73969072594
infrastructure,credit,test,57028.156401268054,67152.00059450591,11.239969542657231,49.08907172901185,5.507007872364521,51.31918090027692,high,medium,0.1389581003100434,0.0441858525345149,103773.83886676272
application,main,test,55083.07908299484,59893.07328436886,59.22398493428409,39.67296901097449,16.98539496567755,89.5598581042349,high,high,0.0475797485432226,0.0880978277715831,116437.91414307659
infrastructure,credit,test,37480.78674833043,43529.87918563701,11.519006669287911,21.11088618717176,17.84259664056389,62.93249310796503,medium,medium,0.2027124358075749,0.033343623766009,80687.45298460589
application,debit,test,51743.74776690532,55593.229762687624,54.18316546420498,25.544716297286257,11.006564612473287,67.03275386436496,medium,high,0.0251211584381054,0.102185105952508,95901.90034427891
infrastructure,research,staging,23551.021773668355,58199.270146154566,21.453154211978855,41.84834582531611,8.117436178090081,53.20422938020331,medium,high,0.1751392475231825,0.09161062670408,88591.81293905337
application,ops,test,42225.76582253876,34061.67798053429,49.59224694236303,8.958945015482694,19.655204154762725,58.97501302471753,medium,medium,0.0352870944056657,0.2123189817037631,72808.93813473692
r&d,main,dev,85334.57403605746,43200.82979013852,45.273911776642,19.11743254076449,24.106391850603533,88.28024091288961,high,medium,0.0715377473826263,0.2057100463559454,90009.36489492051
infrastructure,ops,prod,42764.98414103181,81312.78004055805,10.94595496143278,44.264551336812886,29.828852589754018,74.67654151163104,very high,medium,0.1229712265019734,0.032374056184943,124021.72087674848
infrastructure,debit,staging,85456.5334998598,91263.05915633016,35.40060718965724,31.40101804145415,23.957565430262964,94.03342312750742,low,low,0.0695843793416091,0.0529467221075155,143170.90740038146
infrastructure,ops,test,62527.95716835447,46783.527483623955,52.07638171774119,27.131646064793657,24.840810356389525,69.86210657334176,medium,low,0.0579158981641718,0.1758173527336245,90804.6543582143
infrastructure,main,staging,90389.0141888928,42557.78257672145,69.40245863291457,13.330169232022795,20.411521955719937,63.435036787713415,medium,medium,0.0396770953904303,0.1685734919262052,80610.10998408585
application,debit,test,65982.36434115321,33615.7731657506,72.20494796855621,29.301696896275292,29.648066474250445,67.37999072293255,high,low,0.0199634397142192,0.1381183039718787,72661.83261463205
infrastructure,ops,dev,22373.457845179182,72279.2934920465,43.86949790232563,47.38805839181286,20.99890962786426,85.63858967584522,medium,high,0.1541833453093513,0.1180927290423067,128083.11763177502
r&d,research,prod,74033.61660376714,43847.976133306984,60.98957411096067,19.520706533954115,26.50633215999261,77.7502836167243,very high,medium,0.1013731215645154,0.0224984590370528,87409.47943390293
r&d,debit,test,23588.28544188549,97019.96312793509,32.15182035734203,5.296919820102258,28.644616156023893,95.2095603776214,very high,low,0.1549322340221358,0.0867191451769832,153810.9487853404
infrastructure,debit,test,56047.76151865072,44054.78416511626,33.953048403106024,41.76776956330406,28.246462512514025,80.10843846944417,medium,medium,0.1216743320120728,0.0210944816293007,95898.40676177113
r&d,research,test,94354.13555784912,49530.883742610255,23.612446342761963,58.49446324379039,14.535383594583912,74.65091042407516,high,high,0.0730893086188192,0.1040177347076606,94381.95372512979
infrastructure,credit,test,33216.31514702801,66266.73569696277,49.336367699526754,38.37546099737206,6.9665514578564665,89.28763619433664,medium,high,0.1087624584082704,0.1217616647801628,120427.9586959224
infrastructure,main,prod,51189.78823532353,82134.7434553044,32.019490564915564,11.595702240992155,9.29684256348117,97.37669253667228,medium,low,0.1059570853827159,0.0332761497180346,135959.88689190304
r&d,credit,prod,78388.82470787827,55561.493227650695,15.905962750695352,22.640320078957014,6.480582634915187,67.79229556224853,high,high,0.0212734560331252,0.0812453369915435,100566.92162380427
infrastructure,ops,dev,90580.6844875878,51812.482703116664,57.95042606642251,52.720288809612285,7.634923370728501,62.49381050827388,very high,medium,0.0190520757808626,0.0628573521814331,90785.17694638675
r&d,research,prod,73675.44037940062,97651.02668758466,59.542724532377875,17.791244084125573,9.61628114734244,80.81086981470696,low,low,0.0181960723781003,0.0879993133368819,151513.97830852368
application,credit,test,40653.86033529353,18839.49129119555,35.19946931453405,38.423274692368445,13.527357914685044,74.94364105769405,medium,medium,0.1246402091175281,0.3981523407113855,60204.629497189264
infrastructure,debit,dev,73968.62823329729,89605.22310809967,15.370637961921595,27.14691645396988,18.588491164376897,99.45927874323915,very high,medium,0.0538403501390058,0.0728362992679639,148130.3938242933
application,ops,dev,43738.2112883272,29931.266075178995,39.84084021823982,16.431404678080696,22.79205148387715,73.11808920738667,medium,medium,0.1105721142725461,0.1835815889787937,76663.87529634274
r&d,ops,dev,77474.33838549882,80874.02209671307,40.96348206351508,49.73737914605738,10.2731834026628,53.71657756801729,low,high,0.0599877640830374,0.0924280753628928,121708.83668761628
application,credit,test,96322.65020680324,67434.52478770385,56.8069619428525,45.85572020561296,21.813060105953483,98.8684530388818,high,medium,0.0358318726719516,0.0568591513771488,121706.10830732604
application,credit,staging,77711.47608850306,45347.782839847365,32.07914738810784,41.3875086277596,22.60647686256049,92.179347279677,very high,high,0.0738927400790145,0.094915131432168,102587.17173579147
r&d,research,test,89030.44023299299,87909.99644168146,57.781949584691375,17.998512464781314,18.965558421654737,58.912507197898165,low,medium,0.0708691673308894,0.076271355938859,125525.29665549561
application,main,prod,20168.307454070673,19032.578238479357,71.00419792301719,10.382135149404752,27.590446744967764,95.23026265564346,medium,high,0.0546599071168576,0.1860449721329757,73229.29209122695
application,credit,prod,77405.76997852755,36135.252165993894,26.624022965353987,36.68876314042814,7.774870348045266,67.03334104108723,low,high,0.0316603800861612,0.0288681535310516,75160.5902523297
r&d,credit,test,86367.00454922003,63351.423699962885,78.52436892839299,35.452280844668834,9.428036440060488,68.85559922672223,very high,high,0.0693858853605161,0.0178661205925238,107294.28849701665
application,debit,test,23244.699003574515,46123.38080397584,37.04576959957649,15.361175513418017,15.71662060973712,95.31957411810797,high,medium,0.1594488794140499,0.0321005048912385,100165.55867564875
r&d,ops,dev,89727.81818305845,66830.19962546621,28.70810796029432,8.093568187334487,8.167818380855971,76.50577825176576,medium,medium,0.0628276463503227,0.1180946831320508,111761.6568746019
application,main,test,40535.53826480367,19928.815472693343,39.505782775720334,9.43896498066923,19.157403593102188,56.888146469925985,high,high,0.0845859896011057,0.2265024042754954,49909.621111998254
r&d,debit,dev,73223.36815824441,27316.714438537,16.607823313270142,59.60240425820036,14.96001166523561,68.4528079670902,high,medium,0.0510122131808395,0.2401277120712752,64638.85506859925
r&d,research,prod,84028.39032187253,28167.69921747514,18.799413455848097,48.09711421085861,12.11489486339796,86.10487231339404,low,high,0.0251195114858503,0.1363167549822258,81928.5760170485
application,research,dev,73013.16104474844,33142.69167328076,39.0103832877832,55.70931117808449,9.249745325440932,58.709209403400834,low,medium,0.0384535760058708,0.0814370504254737,74503.17485477265
application,credit,test,27382.783365860578,54746.515264043424,63.371116535737,15.728009722999984,13.383455958705255,79.51155987031794,very high,high,0.1912837797593443,0.0630384127215024,105201.17446457213
application,credit,prod,67705.72150882948,78170.2959634857,73.02185677021436,57.83126949778893,20.19898377080855,84.76370664722084,very high,high,0.0595539297026815,0.0927532619114411,128067.66348564382
infrastructure,research,staging,63966.69253777149,90443.1070343121,56.53725935013896,12.845989331023915,19.39463027223529,67.19267877712898,high,low,0.1003665896407129,0.0642872326418573,133488.34994792705
infrastructure,credit,dev,92025.70144594173,84829.80242273968,17.36536886667188,32.999500571155906,9.090600005255846,84.69403443541611,very high,medium,0.0757190064849615,0.0998462555345018,139197.4123035589
infrastructure,main,prod,52339.178371536735,33751.029742054685,57.04138335263745,50.63326264293852,8.122995268515835,94.21036759146594,high,medium,0.0915475763395449,0.1859940471706902,92794.21020105878
r&d,credit,dev,45686.48776696401,53292.04417845059,54.47995444920804,24.23918449813687,5.666919065221813,73.60583721166205,medium,low,0.1380686358856775,0.1003253666159207,97887.83590520537
application,ops,prod,79988.06115491729,33952.9278206828,66.40347428053319,28.365569324729528,5.310639844848307,69.14546640898928,high,high,0.039360018819114,0.1674867659841546,78991.78371666528
r&d,credit,prod,53014.02608667173,39157.745333375264,67.76740666565266,12.05018106645038,26.99526089299213,62.55792006791428,very high,high,0.0736559510009041,0.2173301134431781,82783.89924842281
infrastructure,debit,dev,71687.69400040504,58283.75852095089,70.77421530452852,11.760703399943502,6.127221400134748,80.2102739931652,very high,low,0.0835491197901271,0.1235285452855441,110411.75562269824
application,main,staging,71716.00720996855,23448.721977881803,38.98920602053688,39.076252362826274,23.28052774683116,93.9926024019358,high,low,0.0516409668329168,0.0300379064700884,74858.38837810943
r&d,debit,prod,91043.12514880944,35453.94636746186,58.8505076746501,42.15428027410312,26.799627406123925,66.2330633592597,low,high,0.0562319729001511,0.1421615344287624,70453.60266233927
application,debit,prod,67895.39218552779,92830.25290456938,28.777525124561752,47.75328827452063,7.45144621406144,69.81177622686518,high,medium,0.0338404327542469,0.068413866163594,137373.76172506902
r&d,ops,prod,60172.28879695895,55289.30341267912,79.9535395988453,35.61751289749644,15.90753559582544,70.3312758774992,high,low,0.0863919140974442,0.1241458409323847,98597.74467643342
application,main,staging,31109.70611172136,53630.92207822978,22.273396896380195,40.51676107437182,29.057574579356917,78.04061708887586,low,low,0.2259936472990113,0.0431040139641165,97980.27687650718
infrastructure,main,staging,29259.00853429643,19165.37238010231,10.708010216258506,5.743449943484603,25.85346651308963,61.42044807837193,medium,low,0.2419930760970413,0.4106889945435266,54148.71800010247
infrastructure,main,test,32345.725222646353,37791.97976466766,20.416610016272323,13.919389992545344,17.242600796446375,91.1105577653852,low,low,0.1876727389020381,0.2282142085356489,92934.25864102153
application,main,dev,33747.87850616756,87303.3948785745,64.31106026808887,59.17031213092976,24.06427781978882,64.78011387521107,very high,low,0.1843159904820714,0.0287741399194762,128859.74809081251
r&d,main,staging,71030.1674130907,31170.2742606935,41.27485735557481,9.179642847370747,25.834440610791596,85.2681345448341,low,low,0.0690620942440695,0.2567263708355497,78746.15160624665
infrastructure,ops,dev,79278.50002196629,51209.99516277768,41.32501734672998,42.33335222431347,13.700674079717984,75.6607870889776,very high,high,0.064237802553652,0.0258605664221855,98419.81714917696
infrastructure,credit,test,62399.3218341135,19146.472469360106,76.8516043728168,14.684544816744392,27.303822921749024,79.29488016763784,very high,high,0.0310188318235129,0.0508452984505359,66714.4945132261
infrastructure,debit,dev,86321.41860363928,56266.83853364447,74.3744435619652,44.419522217220305,16.76183299192892,58.98043694136514,high,low,0.0475781606162802,0.0284075370596414,96471.44422520064
application,main,staging,99301.05813869066,19681.688538097373,31.783631646280643,43.82947216290964,18.19518408897075,86.75115990890853,high,high,0.0418468248485407,0.0503411673013694,66335.43388154567
application,credit,dev,85601.01032954849,83568.76424526398,24.634069014660632,17.88094828834496,29.992690945545775,59.43102595213155,medium,medium,0.0900630123405559,0.0919315259141155,125251.43858863474
r&d,credit,staging,75590.58989407674,83988.30139896828,69.39375469536178,19.82989195705623,26.082574153804032,55.673681881371955,very high,medium,0.053149579120798,0.0119293545792273,122190.90700585501
