business_unit,team,env,one_month_avg,one_month_std,six_month_avg,six_month_std,ec2_percentage,fargate_percentage,lambda_percentage,utilization_rate,forecasted_growth,deployment_frequency,stability_factor,seasonality,one_month_cv,six_month_cv,commitment_percentage
r&d,main,prod,70259.04883706251,4007.2601449265435,92603.56714819607,1633.4279721891485,28.755992507479352,10.693212085337205,7.653135464122561,65.907609290208,7.002146588453342,low,0.8260299379973124,high,0.057035502348171056,0.017638931441756753,100.0
infrastructure,main,prod,62614.0709409244,6184.383042260593,59857.04439766999,2561.6263509552514,46.413622540671994,10.907787898992202,22.21612630660975,72.57115018024851,5.0230171766174205,low,0.5673295806922285,medium,0.0987698603417031,0.0427957373561025,91.60287718236904
infrastructure,credit,staging,70807.1284727775,7040.806792908737,39742.92128641033,2979.3943311334815,49.6019418249631,10.564009633464764,29.466352033449123,62.34816120809104,1.6631170020908237,high,0.759307515817667,high,0.09943641190894564,0.0749666666338454,100.0
r&d,credit,staging,55987.37663780474,4723.2235530525995,49933.34356088156,8356.631319946742,11.07174106388338,5.623292626246815,23.165110933296724,89.49428689759213,7.053805596474173,low,0.88403699290531,low,0.08436229444376762,0.1673557331436831,100.0
application,ops,test,37475.454630664564,6526.025359366338,65887.60859237367,2458.2864347800605,64.6400908074658,35.1748867857021,28.218234231933387,81.72674666830538,2.915777167599307,very high,0.5821489919762362,high,0.17414132593407874,0.03731029987730654,96.96375627366245
infrastructure,main,test,29619.77812093405,3077.506774138954,70235.97265102738,2958.573173967179,35.31251228977727,58.53668602898238,25.107617823887917,76.63558110194927,2.8294756803733123,low,0.8766297692979094,low,0.10390039930663417,0.04212333171019171,100.0
r&d,ops,dev,25467.27484258083,4789.5872711008815,30313.560782632405,3639.5101057601746,38.44929787014965,29.127658659488645,9.07786687791697,69.62630992089136,2.382877764480681,medium,0.8803972545766989,medium,0.1880683072965772,0.12006211120685514,100.0
infrastructure,credit,staging,41065.262700256004,3416.6096756898073,96162.53412361408,6141.81327831579,66.6558681105862,34.7416626038046,11.230094264782181,64.56921930103661,8.751220573514502,medium,0.5299633241152275,medium,0.08319950856343865,0.0638690872104168,83.8102561043025
infrastructure,credit,test,23689.885146858705,3899.406479002812,61581.77815862311,1505.0263360131944,36.549837420928114,58.23833882234756,13.546640044058758,91.13682430217156,8.679644466821582,high,0.5093921630435909,high,0.16460216901979688,0.02443947513396786,94.61721201390722
application,main,dev,65373.66239355085,6126.89705368868,28855.065423382344,8608.534306197096,13.305741354632836,19.035022582582688,9.206511108450103,72.57038352167845,6.309704448700582,high,0.9869677029940974,low,0.09372118417971795,0.29833702262970013,100.0
r&d,research,dev,42706.275761881625,7171.637376328989,89490.8202676907,7857.355370805498,22.35078393292452,52.21586389290446,19.54128331682517,75.07237099208363,4.729809813707359,high,0.5966913297494125,low,0.1679293557770304,0.08780068555972637,94.6480180576155
r&d,debit,dev,85962.78464696258,1850.467737614358,23971.074486354304,5406.336620576077,76.91322206717277,35.05147569664548,29.386263103373782,76.04143652703708,6.721144600987991,high,0.9110696045500515,high,0.021526381971151542,0.2255358483681518,100.0
application,credit,test,25939.269839070916,5442.474795411664,90618.83465420101,6229.321873112132,14.928375368175992,36.32120830646559,24.036470835903966,72.41834677157883,6.072294502983907,very high,0.7809253265226492,low,0.20981603681125824,0.06874202142284276,100.0
application,credit,staging,38108.11954731887,5075.006653044589,97725.2525031186,641.6140055758359,34.84518406776114,23.874562146400596,15.584668726686546,62.80442131192119,4.157342483233873,very high,0.6322360787684984,low,0.13317389347283198,0.00656548833737074,93.22842471470841
r&d,research,prod,78419.69176721167,1828.9052742315232,74034.54393252032,3381.030590461814,45.222541693594124,35.887139853179946,5.112612024507216,56.0170220121526,3.7963086748563435,medium,0.5649852183094063,low,0.023322015593489148,0.04566828416669245,83.81712983941512
r&d,research,dev,67904.6637106793,2483.260313080764,79635.77768591918,7263.111960622256,44.529657913699204,9.022838021305617,12.831900278454468,54.92686335838704,3.827943081453502,very high,0.7483386367888638,medium,0.03656980503815121,0.09120413175680565,100.0
application,ops,test,25159.301699933403,3177.017463128762,44984.22691739891,1158.60527723528,10.277196010849993,47.05539649377617,18.168982192305382,87.87312616703443,5.891334031560382,low,0.7036774058147249,medium,0.1262760588914585,0.025755811684009554,100.0
infrastructure,ops,test,90179.15657297603,2168.5174957225104,93326.1482187147,2899.6675907911217,45.08139120202433,20.65782688493494,13.106271846299265,61.17639111507557,6.476693561208259,medium,0.849443042558534,medium,0.024046770652236833,0.031070258937458763,100.0
infrastructure,debit,prod,90180.94102609436,2706.1063776703922,60377.11728866941,5475.023040841646,36.86407205841864,53.81845812216752,7.775873075596488,52.783640747698776,4.51741753515442,high,0.9520842747738634,low,0.0300075198470968,0.09068043137377658,100.0
application,debit,prod,46432.640310061906,2873.2055920319526,76591.07572780439,2679.510735441005,78.045553483219,25.231788203410215,16.069123921547366,89.8758703347943,9.686914502130431,high,0.9026240434817192,medium,0.06187900521800247,0.034984633783753986,100.0
infrastructure,main,test,47232.46746796518,3349.7168312734175,91928.61727290235,8438.812780228414,21.14113587956809,12.855326076778542,11.331320424142906,57.7030826430324,0.8384571800448104,very high,0.637226025102406,low,0.0709197933295634,0.09179745144187988,90.94697138404237
application,ops,staging,99122.26866801392,6245.733169608113,96014.39807804067,1613.9983618364681,34.79079377316465,43.27348659026667,27.730809411537535,81.2573045866677,3.47047025953777,medium,0.9394666092261529,low,0.06301039366367497,0.016809961778072154,100.0
infrastructure,credit,prod,70094.09372745105,5003.385426954204,84656.34852773395,7277.852042216118,39.36370395628738,14.051797959242657,7.543863212525394,66.93216357239316,4.190746831254409,very high,0.916695657052302,high,0.07138098462916172,0.08596935928357279,100.0
infrastructure,ops,test,62505.32164544473,7903.7267036598105,42241.400558562396,4817.56388120447,37.348547597066414,46.45242835486447,6.22881571811776,56.32401283456547,0.16921343464943117,very high,0.9645681168608842,low,0.1264488606025087,0.11404839369673651,100.0
r&d,credit,prod,87052.17468415396,3903.1507887722973,95323.80132416659,6877.811594469626,56.60815793563037,58.24617300233641,5.132854228871551,70.724048962718,3.6495718766822516,very high,0.7293304105189938,medium,0.044836913068902175,0.0721520910719908,100.0
r&d,research,staging,42823.227068585315,6277.055516858475,68249.56249948574,3141.080290647303,25.08590002834382,47.8754077837394,13.201742112141444,50.74044305663126,2.7370991717284254,medium,0.8842875862046993,medium,0.14658062800370456,0.04602344946417747,100.0
infrastructure,ops,dev,54334.60747170855,7100.278949635736,92451.39810815679,4873.161619652329,25.47500869697943,6.2347086637228575,21.509670955022216,92.05224912562801,5.060362702274808,high,0.7958290327618351,low,0.13067691624224534,0.052710523792742735,100.0
infrastructure,research,prod,41422.13403906673,5752.849451266294,72088.40206514814,7783.100472646999,61.04476639505972,37.99371834290261,23.260343822044817,75.67489806709287,3.3641054718326924,low,0.6552513762747416,medium,0.13888346375009483,0.10796605625428084,100.0
r&d,debit,staging,83132.86772709852,3883.053182922472,42579.11694781764,4468.463842546387,45.020336307472576,43.247586903334835,16.331542084543077,56.95800054539809,7.261821349464612,high,0.9972155012713817,low,0.04670900077294852,0.10494496276244206,100.0
r&d,debit,test,65867.94765081744,6275.16241522027,47601.96193142528,3557.6188262372916,39.060897324011734,50.40020791879569,22.108216261381667,61.849015919449236,5.099324954076485,medium,0.5191537334198306,high,0.09526883164003355,0.0747368108768783,81.13982487653857
r&d,main,prod,72706.00561120565,2425.669964408794,62037.742168235236,5057.320783148257,21.844213617407625,8.08012699164501,13.997850905384086,72.39875960692633,1.2976223349626437,high,0.5811362862795373,low,0.033362718031575415,0.0815200651473374,93.16418059962777
application,ops,prod,40184.57998715252,3292.865156260927,81201.18732479056,6597.583400809119,23.12690560385166,31.40593053737575,21.69515549966542,59.44346914077743,7.500613241443473,high,0.9462711812659474,low,0.0819435006490971,0.08124983905001214,100.0
infrastructure,research,test,37618.02411018521,4826.796785695022,43438.6041072268,4270.2884367372735,10.738614577113038,34.44539799511169,6.014899632559335,63.429958075054294,0.992288960826766,low,0.5302814217063168,high,0.12831074730445904,0.09830629976497872,82.47695073746445
r&d,credit,dev,59069.970318635096,5027.865711003038,64378.493290735365,8480.45428870932,16.399838820319648,14.301867445429792,14.768824614175104,76.71927821176315,8.390491680793573,high,0.9434103336717609,medium,0.08511711930582895,0.13172806406654025,100.0
infrastructure,debit,test,79005.25992742614,1154.990328308406,45649.99948611212,3007.0395043599074,48.97870862831687,22.73473953408573,24.77124194082948,91.63045065191928,9.314221940862193,high,0.8576107380291005,high,0.014619157374703592,0.06587162186660538,100.0
application,debit,prod,62019.18060161281,7615.799321292061,83261.55237080858,4541.440652437524,72.43111910058869,29.212194944089084,25.075150761475033,70.09198428449604,3.2244529018485393,high,0.5183420026972712,high,0.12279748373673309,0.05454427071227353,85.10677486748506
application,credit,test,22611.65420365349,5876.3908985217295,55338.24750143603,6933.885104402252,30.10153355913902,50.82653283767908,22.903719471892366,85.84876367767741,9.26142633262931,very high,0.7146600214270883,low,0.2598832816739365,0.12530004865481723,100.0
r&d,research,staging,89484.1205056231,4469.9262516232375,24137.82614823082,6357.529269213945,32.942305812728975,56.11741613386138,10.10596551424661,93.83421067303243,7.930081591225383,medium,0.8772357375011186,low,0.04995217281419614,0.2633844999202598,100.0
application,research,test,25174.951481210526,7531.890640858159,31284.201718522912,7840.948945545827,18.092392742805856,39.56325559047201,11.180127973265831,60.8150470148081,9.2243561100377,medium,0.7915501423153999,high,0.2991819327429342,0.25063605637420877,100.0
infrastructure,ops,prod,96465.95869766019,4073.6689567557996,22888.373409570584,8972.878035789427,37.2041661924972,26.721985231180415,29.902218181612806,90.359598520108,6.662701369208477,low,0.967935645982229,medium,0.04222908279513743,0.39202777214555107,100.0
r&d,ops,test,22011.356662181817,7863.048991892602,57944.23568114602,4128.295794758262,12.605519319853041,18.97170597894423,7.584450180048997,87.87010991655137,2.3564403942142187,very high,0.9338220164559999,high,0.35722691302359727,0.07124601345119706,100.0
infrastructure,main,dev,75556.0364904567,4585.993300704396,26506.983787858175,1444.7824781581508,74.23204873833302,59.01743514398827,9.516567472560235,67.84686489740675,8.945232369109725,very high,0.6663238176670729,medium,0.060696583803514385,0.05450572912109109,99.40379108616463
infrastructure,debit,test,26576.565096942533,1800.0003899858561,27131.19754477057,758.5349868677279,57.11779436871701,59.066099894199716,8.250656391253315,99.47599797504336,1.8426507617074372,high,0.5423135977600452,high,0.06772885748854486,0.02795803560148905,100.0
application,ops,dev,92854.12635481116,6353.606807214941,93283.86080307016,6678.453702188059,79.35241665752532,55.87373215292691,13.19137409209039,63.12861857179785,2.1306055101753554,medium,0.9721285198228257,high,0.06842568076012848,0.07159280978182088,100.0
application,research,staging,57154.658898043424,5752.284075544883,87812.40577408443,7929.116206124083,71.79762138749456,48.21180324328006,10.254395880848083,62.74016330158478,2.710629901403637,low,0.7586433838839632,medium,0.1006441852064277,0.09029608215635697,100.0
application,credit,dev,31001.901985361234,6410.907049139108,54166.92774490928,2376.0569805275586,43.10934155887069,22.917874906009004,17.4421989886943,88.61295823265989,3.0424631148658463,very high,0.5371988121859743,high,0.20679076568161106,0.043865455905441594,95.51979811905684
application,research,test,47265.25598318773,7660.094201079767,96864.42566801647,1846.8083161142008,46.377952180526385,49.93502659236969,16.900517672002998,71.73286590255421,5.144796421310306,high,0.9082878066796398,low,0.16206606823000103,0.019065908906988914,100.0
application,debit,prod,33185.974027740966,6435.425118557127,18014.92225365305,1028.7432779683734,23.34032325620357,27.48361594991449,27.53764048628258,66.53974973905216,7.13457360434044,low,0.9342532353426956,high,0.19392003119081566,0.05710506342927823,100.0
r&d,research,dev,33646.5529245672,5279.356215516528,67118.3565018715,7492.974834596254,42.34275399876889,22.972520398527486,5.868498686119537,58.93314026695515,9.262081744006837,very high,0.8197123200882854,low,0.1569063026263763,0.11163823468155576,100.0
infrastructure,main,staging,95848.66561371538,7001.162316525886,67314.2541897496,3146.746489086967,73.21195114449682,45.967594715645376,12.996989416694085,88.26662154672721,0.8843758733550244,low,0.7237544828431699,medium,0.07304392055640742,0.04674710471004733,100.0
infrastructure,debit,dev,55619.68898278305,5712.7250754817205,54595.44446959106,3914.4235884581003,13.559739654507478,9.38096601912326,19.916447299927256,89.31609030680386,9.543693622282358,very high,0.8310865061617864,medium,0.10271048220442372,0.07169872187116973,100.0
infrastructure,credit,dev,83104.18111242876,3856.833397781462,49755.837834743426,4773.3766286817045,70.44897620988168,7.670949781261394,20.120044046099096,78.32820016150703,9.213229670968134,low,0.8533418478525618,low,0.04640961918105764,0.0959360114593138,100.0
infrastructure,main,dev,71168.44489421454,7199.3383496924125,54430.65083844861,7635.352490781182,33.86634611498268,29.63745334496521,17.003155725355228,97.86568065956865,0.5399929218103894,very high,0.946514979042984,high,0.10115913534985313,0.14027670757498525,100.0
application,debit,staging,74114.10898707138,2553.30322549061,51196.83488637444,6032.082383272622,72.96589355674169,29.510134045218905,25.39163852036584,65.9081635211327,3.603211376915627,very high,0.977930840187369,low,0.03445097378066049,0.11782139260483863,100.0
infrastructure,credit,test,30535.475077763083,6002.48892436107,76439.39819858395,5728.049353791396,75.86159344390393,54.26042841851092,6.56805428536147,60.980952273966864,8.131433902993365,low,0.7571604661954556,low,0.19657427661023277,0.07493582483355435,100.0
r&d,main,dev,38734.75574523886,7170.944184585299,28828.434797862727,1993.212849625241,56.960542090133416,11.938420295829923,25.387194139503396,83.8733384467231,6.115765454794011,very high,0.8992472667632813,medium,0.18512945406830728,0.06914051573042783,100.0
r&d,main,dev,82940.02681235495,6119.215637923074,33811.13764729041,4862.114079533553,56.50966506148745,11.780616009882703,17.36885601089259,87.92043203998523,7.790939433817704,very high,0.9822547779958275,low,0.07377879985217874,0.14380214384543782,100.0
infrastructure,debit,prod,97661.29651798264,5880.927933376998,32441.458271393887,6580.738646018569,41.69280363961181,13.109893026119565,8.344017376925054,61.24529852759112,7.190333387898875,very high,0.575621669073483,high,0.060217590212865206,0.2028496558621506,85.5541437103937
infrastructure,ops,staging,41014.05140789214,6268.468058502852,38997.64680970117,8772.71750575918,68.48781571805952,6.635494371203143,27.14254783851194,53.83053821305566,4.967701131271635,low,0.5091339908048383,low,0.15283708493369275,0.22495504789219367,74.0507468587528
r&d,main,dev,41725.501180083185,4255.386738104511,60020.67350252666,2211.953628313494,77.31289309032982,8.94524557981996,21.230719488524088,90.5258243293186,0.41218045951699533,low,0.934481886424147,medium,0.10198527561691058,0.036853195727974936,100.0
r&d,main,staging,57831.770624872384,7119.194775099182,26896.6997870575,581.1185010714265,64.25572602373835,41.29284267559715,9.088642170603482,98.82509868230062,5.84268202064501,very high,0.5976366666235804,high,0.12310179505445311,0.021605568923777654,100.0
application,credit,dev,98707.22502843503,2424.0553259526387,87453.54362612033,1140.0621855869929,53.53557136296965,28.737138101463007,5.841243084975665,82.23361430361422,0.4856665305929597,very high,0.5212393833159005,medium,0.024558033368421918,0.013036203432315612,92.86480311538978
r&d,research,test,41516.715666117685,1891.7049120023748,41788.92250467779,3694.7459540468235,52.475502707493575,46.998168689840746,8.527741208316233,63.89334500719471,6.0372671753513085,low,0.5800480688287223,low,0.045564897936910244,0.08841448241775651,88.61168558292292
application,debit,test,52557.752770741106,2998.561460829581,31003.038997496627,7474.6295058408905,69.46289311085636,59.59287452199131,20.21994900450984,99.8336304276396,8.004108624936782,high,0.6920574556218846,low,0.05705269542077681,0.24109344591813844,100.0
application,debit,dev,91318.40124988054,4721.041777424953,72049.70476785945,560.7076950300828,47.88426360399089,41.24690746044507,9.482405881501212,94.66333181335386,5.849917487019186,very high,0.60963285079629,medium,0.051698690656075505,0.007782234456569323,100.0
application,ops,test,20233.68260970896,4573.932567865367,21046.904047945543,4382.210039529642,66.27019203741759,7.775056384106805,10.644076871875702,75.66903231401469,9.97021804561697,high,0.6526268145502215,medium,0.22605536797689038,0.20821162245747984,98.75452770768578
application,ops,dev,23181.27719908556,6744.191303736106,67597.48518993313,3298.4602304018536,45.6219678621972,10.750957561488782,5.628493143907854,91.26606424209169,4.55866500180433,low,0.9876470257150232,high,0.2909326887304616,0.04879560565210306,100.0
application,debit,test,68325.73416569753,3831.980594828122,73855.87445411998,946.0945358476844,14.371099248174689,53.45522466480893,23.07326680596509,90.79102616314835,7.488274636039875,very high,0.8522027720812875,medium,0.056084001754524014,0.01281001061649345,100.0
infrastructure,ops,prod,92590.41317702776,4390.41098404056,35193.322510937534,4327.008436717247,36.87629062329087,34.01227695070439,25.259109993985927,96.73994848367498,6.672132917419074,high,0.856095864126602,medium,0.04741755472725169,0.1229496997725202,100.0
r&d,credit,prod,39108.53283215421,1093.5737828157694,21357.125875490743,2665.3640123621103,41.11086703700491,50.3660437667657,24.92120441930308,92.046192188673,9.91431691558088,low,0.5473426873639614,low,0.02796253665431949,0.12479975198445871,99.22974194434485
application,debit,prod,57571.34197445672,3868.1746551005735,47091.62871355597,3491.021091949555,19.913207149063204,52.11367849237093,8.189203784107105,82.18396179785822,7.132190050771051,high,0.8660491849113459,low,0.06718923899353965,0.07413251967105178,100.0
r&d,ops,staging,56037.224132625466,5534.4196306523945,25887.538419354918,6497.7300906664905,17.174743043244895,56.02209978247356,27.582528184718985,80.46518594782538,1.640307314593894,medium,0.8696721664776524,medium,0.09876327238397586,0.2509983755662314,100.0
r&d,debit,staging,57837.70768764081,1108.5583143861452,27318.227973866968,4933.183363243221,47.48254647598679,57.24060630175011,21.806970736852,73.36786441658059,9.555177064172408,low,0.8298725092033161,medium,0.019166705575072957,0.18058211418260287,100.0
application,research,prod,69801.57565837962,2966.1737563037063,38340.898515589164,1559.5031464389133,15.960054558925751,35.51541880768184,27.43821555942161,81.32428199853787,6.677772264457613,medium,0.6142181479989375,low,0.04249436675786014,0.040674663526855774,100.0
infrastructure,main,staging,57579.501039254705,2455.6945150257297,41637.433970140744,8672.023593600932,31.206161752305878,23.756109474081864,16.17901261326659,89.76082932651914,0.5933823080638989,low,0.7115180895410924,high,0.04264876337416618,0.2082746885847927,100.0
application,debit,test,55797.451305796625,1293.8980023671177,60397.62728171365,5905.241508532776,62.121788317415316,57.902568089139926,15.923871527092444,98.45188131512766,6.575683057846124,low,0.9231382273348127,high,0.02318919542177545,0.0977727399950475,100.0
infrastructure,main,dev,57943.07363450084,4354.820629401762,72271.35084024105,7009.881618131518,77.51025256975865,35.107352330067386,24.613412967122382,73.36436790910601,8.83119406674775,very high,0.8351008146703132,high,0.07515687995551527,0.09699391995075841,100.0
r&d,ops,dev,67269.39530168331,2272.0630525970955,65421.67526961478,1173.311775071152,60.250940638635,8.533899762503607,7.332446386918588,78.68266014943785,5.7704186199002505,medium,0.8663844174999511,high,0.033775583122273745,0.017934603023168055,100.0
infrastructure,main,dev,62960.59906810867,6201.570777419661,29868.826983161343,899.9962254101606,79.48378839170091,40.35271025329258,18.021850915872143,72.24027475293909,3.540196380320112,medium,0.7936872000629045,low,0.09849923395282514,0.030131622708770473,100.0
infrastructure,debit,prod,88330.87981204034,6935.49518634344,31766.882596210115,665.3084281286899,58.88365798955819,37.32266127172559,25.909605890780643,83.42443104917021,8.20909634070616,medium,0.7247932995558892,medium,0.07851722071716608,0.02094345978437504,100.0
infrastructure,research,staging,23959.74827949333,4819.096278684035,88301.53998343316,2104.749236074278,30.565612945802926,54.26860800920883,25.754814076739283,81.49602520306297,7.8251200820582945,low,0.879526005033554,high,0.20113300951532126,0.02383592898231632,100.0
r&d,ops,test,86665.36571784099,7871.951397647991,62668.18520512909,4022.4713806072086,57.043677835375334,40.925295403679684,28.903321408559226,50.891689509681164,5.441821542313008,medium,0.5339629071831524,low,0.09083157190240145,0.06418681772003809,77.29195157693142
r&d,debit,test,87513.96900893791,4153.350000294167,87595.02663181513,8454.522133923994,59.15097356378327,24.197883345385325,22.45681483826366,77.05807795503293,1.5436176989590034,medium,0.8365803663901321,medium,0.047459280470640984,0.09651828943965698,100.0
infrastructure,ops,prod,42792.64172247687,4593.577471574408,47723.72090558995,4385.007103759099,36.02088892315224,58.142414913820126,10.19426573599321,54.424344784950705,2.5098648552318137,very high,0.9986022539253396,high,0.10734503145108773,0.09188317718213536,100.0
infrastructure,credit,test,57028.156401268054,7924.524277704251,67152.00059450591,2967.1683956665,11.239969542657231,49.08907172901185,5.507007872364521,51.31918090027692,7.3848397218610575,high,0.8900959647340159,medium,0.13895810031004344,0.04418585253451498,100.0
application,main,test,55083.07908299484,2620.8390517553416,59893.07328436886,5276.449654917138,59.22398493428409,39.67296901097449,16.98539496567755,89.5598581042349,8.060821653949276,high,0.6452817557887276,high,0.04757974854322265,0.08809782777158319,100.0
infrastructure,credit,test,37480.78674833043,7597.821577738337,43529.87918563701,1451.4439141457085,11.519006669287913,21.110886187171758,17.84259664056389,62.93249310796503,2.792652780409898,medium,0.6389097473526903,medium,0.20271243580757492,0.033343623766009044,92.99666069351571
application,debit,test,51743.74776690532,1299.8628858337927,55593.229762687624,5680.8000735423575,54.18316546420498,25.544716297286254,11.006564612473287,67.03275386436496,3.6798507718678666,medium,0.8336093052967295,high,0.02512115843810543,0.10218510595250803,100.0
infrastructure,research,staging,23551.021773668355,4124.708231842364,58199.270146154566,5331.671611809278,21.453154211978855,41.848345825316116,8.117436178090081,53.20422938020331,0.7763188524979514,medium,0.9479271285042652,high,0.17513924752318255,0.09161062670408009,100.0
application,ops,test,42225.76582253876,1490.0245849314604,34061.67798053429,7231.940783948532,49.59224694236303,8.958945015482694,19.655204154762725,58.97501302471753,7.134619483664998,medium,0.7889748704239214,medium,0.03528709440566577,0.21231898170376315,100.0
r&d,main,dev,85334.57403605746,6104.643200395501,43200.82979013852,8886.844698744704,45.273911776642,19.11743254076449,24.106391850603533,88.28024091288961,0.03577544600031346,high,0.7637011435850292,medium,0.07153774738262632,0.20571004635594545,100.0
infrastructure,ops,prod,42764.984141031804,5258.862551160124,81312.78004055805,2632.4245095869396,10.94595496143278,44.264551336812886,29.828852589754014,74.67654151163104,0.4654152121906807,very high,0.5801920669218357,medium,0.12297122650197344,0.03237405618494302,93.80402462112991
infrastructure,debit,staging,85456.5334998598,5946.4398442731745,91263.05915633017,4832.079831831966,35.40060718965724,31.40101804145415,23.957565430262964,94.03342312750742,0.04344067784089911,low,0.8577284776799083,low,0.06958437934160915,0.05294672210751555,100.0
infrastructure,ops,test,62527.95716835447,3621.3627997761187,46783.527483623955,8225.35595371153,52.07638171774119,27.131646064793657,24.840810356389525,69.86210657334176,6.453195833376167,medium,0.8511493098189453,low,0.05791589816417188,0.17581735273362453,100.0
infrastructure,main,staging,90389.0141888928,3586.373538219662,42557.78257672145,7174.114017594151,69.40245863291457,13.330169232022797,20.411521955719937,63.435036787713415,4.173871277005466,medium,0.9834756961669238,medium,0.03967709539043034,0.16857349192620522,100.0
application,debit,test,65982.36434115321,1317.2349527262622,33615.7731657506,4642.953576356865,72.20494796855621,29.301696896275292,29.648066474250445,67.37999072293255,2.9754676134333025,high,0.6500960921528323,low,0.019963439714219253,0.13811830397187871,97.11878713988852
infrastructure,ops,dev,22373.457845179186,3449.6145767074786,72279.2934920465,8535.659021725613,43.86949790232563,47.38805839181286,20.99890962786426,85.63858967584522,9.127010103571104,medium,0.878222738183766,high,0.15418334530935135,0.11809272904230673,100.0
r&d,research,prod,74033.61660376714,7505.018815834416,43847.976133306984,986.5118948928797,60.98957411096067,19.520706533954115,26.50633215999261,77.7502836167243,1.9280279467660666,very high,0.7170326305988145,medium,0.10137312156451546,0.022498459037052883,100.0
r&d,debit,test,23588.28544188549,3654.5857602631427,97019.96312793509,8413.488267556964,32.15182035734203,5.296919820102258,28.644616156023893,95.20956037762139,3.8936801038140056,very high,0.7792363958080675,low,0.15493223402213582,0.08671914517698324,100.0
infrastructure,debit,test,56047.76151865072,6819.57394355379,44054.78416511626,929.3128352538556,33.953048403106024,41.76776956330406,28.246462512514025,80.10843846944417,9.403118009277517,medium,0.908226927800279,medium,0.12167433201207288,0.021094481629300776,100.0
r&d,research,test,94354.13555784912,6896.278533249539,49530.883742610255,5152.090324974817,23.612446342761963,58.49446324379039,14.535383594583912,74.65091042407516,4.271065628370424,high,0.6109975225094878,high,0.07308930861881922,0.10401773470766068,96.65413702972157
infrastructure,credit,test,33216.31514702801,3612.6880946546366,66266.73569696277,8068.748058009229,49.336367699526754,38.37546099737206,6.9665514578564665,89.28763619433664,5.546936856470578,medium,0.6714343697637075,high,0.10876245840827041,0.1217616647801628,100.0
infrastructure,main,prod,51189.78823532353,5423.920762773323,82134.7434553044,2733.128020271074,32.019490564915564,11.595702240992157,9.29684256348117,97.37669253667227,0.8033686656948757,medium,0.8866543350987985,low,0.10595708538271593,0.03327614971803463,100.0
r&d,credit,prod,78388.82470787827,1667.6012159114105,55561.493227650695,4514.112241033848,15.905962750695352,22.640320078957018,6.480582634915187,67.79229556224853,7.901663868934623,high,0.7852289576439304,high,0.021273456033125245,0.08124533699154358,100.0
infrastructure,ops,dev,90580.6844875878,1725.7500651399355,51812.482703116664,3256.795472664216,57.950426066422516,52.720288809612285,7.634923370728501,62.49381050827388,4.227587770882382,very high,0.546211458452535,medium,0.01905207578086268,0.06285735218143312,85.04895681976748
r&d,research,prod,73675.44037940062,1340.6036456319932,97651.02668758466,8593.223295148986,59.542724532377875,17.791244084125573,9.616281147342441,80.81086981470696,8.005151245984834,low,0.7150929333892565,low,0.01819607237810038,0.08799931333688198,100.0
application,credit,test,40653.86033529353,5067.1056536257665,18839.491291195554,7500.987555401272,35.19946931453405,38.423274692368445,13.527357914685044,74.94364105769405,2.537976425559921,medium,0.7933166564865082,medium,0.1246402091175281,0.3981523407113855,100.0
infrastructure,debit,dev,73968.62823329729,3982.4968433826793,89605.22310809967,6526.512846274226,15.370637961921595,27.14691645396988,18.588491164376897,99.45927874323917,4.224787505614101,very high,0.9547586582225263,medium,0.053840350139005844,0.07283629926796395,100.0
application,ops,dev,43738.2112883272,4836.2264966496805,29931.266075178995,5494.829386228424,39.84084021823982,16.431404678080696,22.79205148387715,73.11808920738667,7.865489363650103,medium,0.5942440249693193,medium,0.1105721142725461,0.18358158897879376,93.04191006811186
r&d,ops,dev,77474.33838549882,4647.512333558715,80874.02209671307,7475.030209255259,40.96348206351508,49.73737914605738,10.273183402662799,53.71657756801729,9.738777670436397,low,0.9029764841887414,high,0.05998776408303744,0.09242807536289287,100.0
application,credit,test,96322.65020680324,3451.420937635112,67434.52478770385,3834.2698529501504,56.8069619428525,45.85572020561296,21.813060105953483,98.8684530388818,0.5962552438726887,high,0.5653122415382956,medium,0.03583187267195166,0.056859151377148864,100.0
application,credit,staging,77711.47608850306,5742.31390376431,45347.782839847365,4304.190768401526,32.07914738810784,41.3875086277596,22.60647686256049,92.179347279677,8.124561774189043,very high,0.6211178300379037,high,0.07389274007901454,0.09491513143216801,100.0
r&d,research,test,89030.44023299299,6309.513166414735,87909.99644168146,6705.0146291873225,57.781949584691375,17.998512464781314,18.965558421654734,58.912507197898165,3.0068906762711025,low,0.6216719417450616,medium,0.07086916733088948,0.07627135593885909,90.15204254075775
application,main,prod,20168.307454070673,1102.39781214373,19032.578238479357,3540.9154879965713,71.00419792301719,10.382135149404752,27.590446744967764,95.23026265564346,5.507432808910721,medium,0.9387395979544163,high,0.054659907116857614,0.1860449721329757,100.0
application,credit,prod,77405.76997852755,2450.696098382148,36135.252165993894,1043.1580074111776,26.624022965353987,36.68876314042814,7.774870348045266,67.03334104108723,2.9009226495074794,low,0.5995088460074935,high,0.031660380086161205,0.028868153531051627,92.86226978512084
r&d,credit,test,86367.00454922003,5992.651076583358,63351.423699962885,1131.8441755316076,78.52436892839299,35.452280844668834,9.428036440060488,68.85559922672223,6.134454725679902,very high,0.8934803634927045,high,0.06938588536051615,0.017866120592523807,100.0
